GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C1K001
"G4701350","1970","Tennessee","47","Perry","135",,,,,,,,,"Perry",9284400
"G4701370","1970","Tennessee","47","Pickett","137",,,,,,,,,"Pickett",5397650
"G4701390","1970","Tennessee","47","Polk","139",,,,,,,,,"Polk",22775950
"G4701410","1970","Tennessee","47","Putnam","141",,,,,,,,,"Putnam",67191350
"G4701430","1970","Tennessee","47","Rhea","143",,,,,,,,,"Rhea",29536000
"G4701450","1970","Tennessee","47","Roane","145",,,,,,,,,"Roane",84218400
"G4701470","1970","Tennessee","47","Robertson","147",,,,,,,,,"Robertson",58133800
"G4701490","1970","Tennessee","47","Rutherford","149",,,,,,,,,"Rutherford",127901800
"G4701510","1970","Tennessee","47","Scott","151",,,,,,,,,"Scott",20575050
"G4701530","1970","Tennessee","47","Sequatchie","153",,,,,,,,,"Sequatchie",10885600
"G4701550","1970","Tennessee","47","Sevier","155",,,,,"3840",,,,"Sevier",57819250
"G4701570","1970","Tennessee","47","Shelby","157",,,,,"4920",,,,"Shelby",1771149100
"G4701590","1970","Tennessee","47","Smith","159",,,,,,,,,"Smith",24794050
"G4701610","1970","Tennessee","47","Stewart","161",,,,,,,,,"Stewart",11979350
"G4701630","1970","Tennessee","47","Sullivan","163",,,,,"4920",,,,"Sullivan",323084550
"G4701650","1970","Tennessee","47","Sumner","165",,,,,"5360",,,,"Sumner",140470850
"G4701670","1970","Tennessee","47","Tipton","167",,,,,,,,,"Tipton",44573650
"G4701690","1970","Tennessee","47","Trousdale","169",,,,,,,,,"Trousdale",8981200
"G4701710","1970","Tennessee","47","Unicoi","171",,,,,,,,,"Unicoi",30202800
"G4701730","1970","Tennessee","47","Union","173",,,,,,,,,"Union",13314400
"G4701750","1970","Tennessee","47","Van Buren","175",,,,,,,,,"Van Buren",6492650
"G4701770","1970","Tennessee","47","Warren","177",,,,,,,,,"Warren",55104700
"G4701790","1970","Tennessee","47","Washington","179",,,,,,,,,"Washington",163167100
"G4701810","1970","Tennessee","47","Wayne","181",,,,,,,,,"Wayne",20049200
"G4701830","1970","Tennessee","47","Weakley","183",,,,,,,,,"Weakley",56016300
"G4701850","1970","Tennessee","47","White","185",,,,,,,,,"White",29944350
"G4701870","1970","Tennessee","47","Williamson","187",,,,,,,,,"Williamson",89468950
"G4701890","1970","Tennessee","47","Wilson","189",,,,,"5360",,,,"Wilson",86427650
"G4800010","1970","Texas","48","Anderson","001",,,,,,,,,"Anderson",54496850
"G4800030","1970","Texas","48","Andrews","003",,,,,,,,,"Andrews",27109100
"G4800050","1970","Texas","48","Angelina","005",,,,,,,,,"Angelina",108619250
"G4800070","1970","Texas","48","Aransas","007",,,,,,,,,"Aransas",20455150
"G4800090","1970","Texas","48","Archer","009",,,,,"9080",,,,"Archer",15049900
"G4800110","1970","Texas","48","Armstrong","011",,,,,,,,,"Armstrong",5038400
"G4800130","1970","Texas","48","Atascosa","013",,,,,,,,,"Atascosa",31123450
"G4800150","1970","Texas","48","Austin","015",,,,,,,,,"Austin",24700300
"G4800170","1970","Texas","48","Bailey","017",,,,,,,,,"Bailey",20267850
"G4800190","1970","Texas","48","Bandera","019",,,,,,,,,"Bandera",10658650
"G4800210","1970","Texas","48","Bastrop","021",,,,,,,,,"Bastrop",31159050
"G4800230","1970","Texas","48","Baylor","023",,,,,,,,,"Baylor",12503250
"G4800250","1970","Texas","48","Bee","025",,,,,,,,,"Bee",39678600
"G4800270","1970","Texas","48","Bell","027",,,,,"9080",,,,"Bell",246017050
"G4800290","1970","Texas","48","Bexar","029",,,,,"7240",,,,"Bexar",1861983800
"G4800310","1970","Texas","48","Blanco","031",,,,,,,,,"Blanco",7327050
"G4800330","1970","Texas","48","Borden","033",,,,,,,,,"Borden",1979050
"G4800350","1970","Texas","48","Bosque","035",,,,,"7240",,,,"Bosque",24304950
"G4800370","1970","Texas","48","Bowie","037",,,,,"8360",,,,"Bowie",162065350
"G4800390","1970","Texas","48","Brazoria","039",,,,,"3360",,,,"Brazoria",299110650
"G4800410","1970","Texas","48","Brazos","041",,,,,"1260",,,,"Brazos",134140950
"G4800430","1970","Texas","48","Brewster","043",,,,,,,,,"Brewster",13152750
"G4800450","1970","Texas","48","Briscoe","045",,,,,,,,,"Briscoe",6741900
"G4800470","1970","Texas","48","Brooks","047",,,,,,,,,"Brooks",11089650
"G4800490","1970","Texas","48","Brown","049",,,,,,,,,"Brown",56297350
"G4800510","1970","Texas","48","Burleson","051",,,,,,,,,"Burleson",17030900
"G4800530","1970","Texas","48","Burnet","053",,,,,,,,,"Burnet",25793350
"G4800550","1970","Texas","48","Caldwell","055",,,,,,,,,"Caldwell",30337250
"G4800570","1970","Texas","48","Calhoun","057",,,,,,,,,"Calhoun",38195750
"G4800590","1970","Texas","48","Callahan","059",,,,,"1260",,,,"Callahan",16851750
"G4800610","1970","Texas","48","Cameron","061",,,,,"1240",,,,"Cameron",202905700
"G4800630","1970","Texas","48","Camp","063",,,,,,,,,"Camp",13527800
"G4800650","1970","Texas","48","Carson","065",,,,,,,,,"Carson",17853450
"G4800670","1970","Texas","48","Cass","067",,,,,,,,,"Cass",49416800
"G4800690","1970","Texas","48","Castro","069",,,,,,,,,"Castro",21300000
"G4800710","1970","Texas","48","Chambers","071",,,,,,,,,"Chambers",29413400
"G4800730","1970","Texas","48","Cherokee","073",,,,,,,,,"Cherokee",63536000
"G4800750","1970","Texas","48","Childress","075",,,,,,,,,"Childress",14983100
"G4800770","1970","Texas","48","Clay","077",,,,,,,,,"Clay",18467600
"G4800790","1970","Texas","48","Cochran","079",,,,,,,,,"Cochran",9632750
"G4800810","1970","Texas","48","Coke","081",,,,,,,,,"Coke",6696950
"G4800830","1970","Texas","48","Coleman","083",,,,,"1240",,,,"Coleman",19598400
"G4800850","1970","Texas","48","Collin","085",,,,,"1920",,,,"Collin",183910550
"G4800870","1970","Texas","48","Collingsworth","087",,,,,,,,,"Collingsworth",9125800
"G4800890","1970","Texas","48","Colorado","089",,,,,,,,,"Colorado",34960700
"G4800910","1970","Texas","48","Comal","091",,,,,,,,,"Comal",56213650
"G4800930","1970","Texas","48","Comanche","093",,,,,,,,,"Comanche",25754750
"G4800950","1970","Texas","48","Concho","095",,,,,,,,,"Concho",6316800
"G4800970","1970","Texas","48","Cooke","097",,,,,,,,,"Cooke",54539650
"G4800990","1970","Texas","48","Coryell","099",,,,,,,,,"Coryell",50351300
"G4801010","1970","Texas","48","Cottle","101",,,,,,,,,"Cottle",6806350
"G4801030","1970","Texas","48","Crane","103",,,,,,,,,"Crane",10713450
"G4801050","1970","Texas","48","Crockett","105",,,,,,,,,"Crockett",8901900
"G4801070","1970","Texas","48","Crosby","107",,,,,,,,,"Crosby",19134200
"G4801090","1970","Texas","48","Culberson","109",,,,,,,,,"Culberson",6680400
"G4801110","1970","Texas","48","Dallam","111",,,,,,,,,"Dallam",12836150
"G4801130","1970","Texas","48","Dallas","113",,,,,"1920",,,,"Dallas",4317921100
"G4801150","1970","Texas","48","Dawson","115",,,,,,,,,"Dawson",39896400
"G4801170","1970","Texas","48","Deaf Smith","117",,,,,,,,,"Deaf Smith",41994550
"G4801190","1970","Texas","48","Delta","119",,,,,,,,,"Delta",9108750
"G4801210","1970","Texas","48","Denton","121",,,,,"1920",,,,"Denton",186748550
"G4801230","1970","Texas","48","DeWitt","123",,,,,,,,,"De Witt",34278150
"G4801250","1970","Texas","48","Dickens","125",,,,,,,,,"Dickens",7374650
"G4801270","1970","Texas","48","Dimmit","127",,,,,,,,,"Dimmit",10744100
"G4801290","1970","Texas","48","Donley","129",,,,,,,,,"Donley",8068650
"G4801310","1970","Texas","48","Duval","131",,,,,,,,,"Duval",15999150
"G4801330","1970","Texas","48","Eastland","133",,,,,"1920",,,,"Eastland",36166000
"G4801350","1970","Texas","48","Ector","135",,,,,"5800",,,,"Ector",248408800
"G4801370","1970","Texas","48","Edwards","137",,,,,"5800",,,,"Edwards",5265300
"G4801390","1970","Texas","48","Ellis","139",,,,,"1920",,,,"Ellis",109997750
"G4801410","1970","Texas","48","El Paso","141",,,,,"2320",,,,"El Paso",757246100
"G4801430","1970","Texas","48","Erath","143",,,,,,,,,"Erath",37523500
"G4801450","1970","Texas","48","Falls","145",,,,,,,,,"Falls",27111450
"G4801470","1970","Texas","48","Fannin","147",,,,,,,,,"Fannin",44981650
"G4801490","1970","Texas","48","Fayette","149",,,,,,,,,"Fayette",33987900
"G4801510","1970","Texas","48","Fisher","151",,,,,,,,,"Fisher",13285800
"G4801530","1970","Texas","48","Floyd","153",,,,,,,,,"Floyd",23377900
"G4801550","1970","Texas","48","Foard","155",,,,,,,,,"Foard",4700100
"G4801570","1970","Texas","48","Fort Bend","157",,,,,"3360",,,,"Fort Bend",108278550
"G4801590","1970","Texas","48","Franklin","159",,,,,,,,,"Franklin",10912300
"G4801610","1970","Texas","48","Freestone","161",,,,,,,,,"Freestone",22495950
"G4801630","1970","Texas","48","Frio","163",,,,,,,,,"Frio",17013150
"G4801650","1970","Texas","48","Gaines","165",,,,,"3360",,,,"Gaines",27345950
"G4801670","1970","Texas","48","Galveston","167",,,,,"2920",,,,"Galveston",459253650
"G4801690","1970","Texas","48","Garza","169",,,,,,,,,"Garza",13340200
"G4801710","1970","Texas","48","Gillespie","171",,,,,,,,,"Gillespie",22953450
"G4801730","1970","Texas","48","Glasscock","173",,,,,,,,,"Glasscock",2940850
"G4801750","1970","Texas","48","Goliad","175",,,,,,,,,"Goliad",8524800
"G4801770","1970","Texas","48","Gonzales","177",,,,,,,,,"Gonzales",26305300
"G4801790","1970","Texas","48","Gray","179",,,,,"2920",,,,"Gray",75566150
"G4801810","1970","Texas","48","Grayson","181",,,,,"7640",,,,"Grayson",199817450
"G4801830","1970","Texas","48","Gregg","183",,,,,,,,,"Gregg",189654850
"G4801850","1970","Texas","48","Grimes","185",,,,,"7640",,,,"Grimes",19573700
"G4801870","1970","Texas","48","Guadalupe","187",,,,,"7240",,,,"Guadalupe",66410100
"G4801890","1970","Texas","48","Hale","189",,,,,,,,,"Hale",77048750
"G4801910","1970","Texas","48","Hall","191",,,,,,,,,"Hall",13909350
"G4801930","1970","Texas","48","Hamilton","193",,,,,,,,,"Hamilton",14478350
"G4801950","1970","Texas","48","Hansford","195",,,,,,,,,"Hansford",18401400
"G4801970","1970","Texas","48","Hardeman","197",,,,,,,,,"Hardeman",14534500
"G4801990","1970","Texas","48","Hardin","199",,,,,"7240",,,,"Hardin",66937950
"G4802010","1970","Texas","48","Harris","201",,,,,"3360",,,,"Harris",5252912800
"G4802030","1970","Texas","48","Harrison","203",,,,,,,,,"Harrison",95099900
"G4802050","1970","Texas","48","Hartley","205",,,,,,,,,"Hartley",7781050
"G4802070","1970","Texas","48","Haskell","207",,,,,,,,,"Haskell",17028250
"G4802090","1970","Texas","48","Hays","209",,,,,,,,,"Hays",48055400
"G4802110","1970","Texas","48","Hemphill","211",,,,,,,,,"Hemphill",6798350
"G4802130","1970","Texas","48","Henderson","213",,,,,"3360",,,,"Henderson",52805200
"G4802150","1970","Texas","48","Hidalgo","215",,,,,"4880",,,,"Hidalgo",256255100
"G4802170","1970","Texas","48","Hill","217",,,,,,,,,"Hill",46209250
"G4802190","1970","Texas","48","Hockley","219",,,,,,,,,"Hockley",41061950
"G4802210","1970","Texas","48","Hood","221",,,,,,,,,"Hood",15068050
"G4802230","1970","Texas","48","Hopkins","223",,,,,,,,,"Hopkins",47292950
"G4802250","1970","Texas","48","Houston","225",,,,,,,,,"Houston",25494650
"G4802270","1970","Texas","48","Howard","227",,,,,,,,,"Howard",88599650
"G4802290","1970","Texas","48","Hudspeth","229",,,,,,,,,"Hudspeth",3318300
"G4802310","1970","Texas","48","Hunt","231",,,,,,,,,"Hunt",108797200
"G4802330","1970","Texas","48","Hutchinson","233",,,,,,,,,"Hutchinson",66565100
"G4802350","1970","Texas","48","Irion","235",,,,,,,,,"Irion",2046300
"G4802370","1970","Texas","48","Jack","237",,,,,,,,,"Jack",13940250
"G4802390","1970","Texas","48","Jackson","239",,,,,,,,,"Jackson",26983000
"G4802410","1970","Texas","48","Jasper","241",,,,,,,,,"Jasper",50801350
"G4802430","1970","Texas","48","Jeff Davis","243",,,,,"4880",,,,"Jeff Davis",2609450
"G4802450","1970","Texas","48","Jefferson","245",,,,,"0840",,,,"Jefferson",650013600
"G4802470","1970","Texas","48","Jim Hogg","247",,,,,,,,,"Jim Hogg",5842600
"G4802490","1970","Texas","48","Jim Wells","249",,,,,"0840",,,,"Jim Wells",60401300
"G4802510","1970","Texas","48","Johnson","251",,,,,"2800",,,,"Johnson",115712700
"G4802530","1970","Texas","48","Jones","253",,,,,"0040",,,,"Jones",35024250
"G4802550","1970","Texas","48","Karnes","255",,,,,"0040",,,,"Karnes",21863800
"G4802570","1970","Texas","48","Kaufman","257",,,,,"1920",,,,"Kaufman",65100100
"G4802590","1970","Texas","48","Kendall","259",,,,,,,,,"Kendall",17765750
"G4802610","1970","Texas","48","Kenedy","261",,,,,,,,,"Kenedy",1334850
"G4802630","1970","Texas","48","Kent","263",,,,,,,,,"Kent",2918050
"G4802650","1970","Texas","48","Kerr","265",,,,,,,,,"Kerr",42540850
"G4802670","1970","Texas","48","Kimble","267",,,,,,,,,"Kimble",7815500
"G4802690","1970","Texas","48","King","269",,,,,,,,,"King",1170000
"G4802710","1970","Texas","48","Kinney","271",,,,,,,,,"Kinney",2730750
"G4802730","1970","Texas","48","Kleberg","273",,,,,,,,,"Kleberg",61357900
"G4802750","1970","Texas","48","Knox","275",,,,,,,,,"Knox",10058200
"G4802770","1970","Texas","48","Lamar","277",,,,,,,,,"Lamar",75531350
"G4802790","1970","Texas","48","Lamb","279",,,,,,,,,"Lamb",35651750
"G4802810","1970","Texas","48","Lampasas","281",,,,,,,,,"Lampasas",20712300
"G4802830","1970","Texas","48","La Salle","283",,,,,,,,,"La Salle",6566250
"G4802850","1970","Texas","48","Lavaca","285",,,,,,,,,"Lavaca",27868400
"G4802870","1970","Texas","48","Lee","287",,,,,,,,,"Lee",15042850
"G4802890","1970","Texas","48","Leon","289",,,,,"1920",,,,"Leon",15350250
"G4802910","1970","Texas","48","Liberty","291",,,,,"3360",,,,"Liberty",69714450
"G4802930","1970","Texas","48","Limestone","293",,,,,,,,,"Limestone",29475350
"G4802950","1970","Texas","48","Lipscomb","295",,,,,,,,,"Lipscomb",9122150
"G4802970","1970","Texas","48","Live Oak","297",,,,,,,,,"Live Oak",12192150
"G4802990","1970","Texas","48","Llano","299",,,,,,,,,"Llano",14984950
"G4803010","1970","Texas","48","Loving","301",,,,,"3360",,,,"Loving",120100
"G4803030","1970","Texas","48","Lubbock","303",,,,,"4600",,,,"Lubbock",434203900
"G4803050","1970","Texas","48","Lynn","305",,,,,,,,,"Lynn",20865150
"G4803070","1970","Texas","48","McCulloch","307",,,,,"4600",,,,"Mc Culloch",16962700
"G4803090","1970","Texas","48","McLennan","309",,,,,"8800",,,,"Mc Lennan",333174100
"G4803110","1970","Texas","48","McMullen","311",,,,,,,,,"Mc Mullen",2565550
"G4803130","1970","Texas","48","Madison","313",,,,,,,,,"Madison",12446350
"G4803150","1970","Texas","48","Marion","315",,,,,,,,,"Marion",13633850
"G4803170","1970","Texas","48","Martin","317",,,,,,,,,"Martin",9267200
"G4803190","1970","Texas","48","Mason","319",,,,,,,,,"Mason",6353750
"G4803210","1970","Texas","48","Matagorda","321",,,,,,,,,"Matagorda",57784650
"G4803230","1970","Texas","48","Maverick","323",,,,,,,,,"Maverick",21227150
"G4803250","1970","Texas","48","Medina","325",,,,,,,,,"Medina",36768550
"G4803270","1970","Texas","48","Menard","327",,,,,"8800",,,,"Menard",4339450
"G4803290","1970","Texas","48","Midland","329",,,,,"5040",,,,"Midland",209406750
"G4803310","1970","Texas","48","Milam","331",,,,,,,,,"Milam",39538500
"G4803330","1970","Texas","48","Mills","333",,,,,,,,,"Mills",8158500
"G4803350","1970","Texas","48","Mitchell","335",,,,,,,,,"Mitchell",20020800
"G4803370","1970","Texas","48","Montague","337",,,,,"5040",,,,"Montague",34744600
"G4803390","1970","Texas","48","Montgomery","339",,,,,"3360",,,,"Montgomery",125808700
"G4803410","1970","Texas","48","Moore","341",,,,,,,,,"Moore",37937100
"G4803430","1970","Texas","48","Morris","343",,,,,,,,,"Morris",27284500
"G4803450","1970","Texas","48","Motley","345",,,,,,,,,"Motley",4532600
"G4803470","1970","Texas","48","Nacogdoches","347",,,,,,,,,"Nacogdoches",70928800
"G4803490","1970","Texas","48","Navarro","349",,,,,,,,,"Navarro",66330400
"G4803510","1970","Texas","48","Newton","351",,,,,,,,,"Newton",20226850
"G4803530","1970","Texas","48","Nolan","353",,,,,"3360",,,,"Nolan",33513750
"G4803550","1970","Texas","48","Nueces","355",,,,,"1880",,,,"Nueces",541406850
"G4803570","1970","Texas","48","Ochiltree","357",,,,,,,,,"Ochiltree",29573300
"G4803590","1970","Texas","48","Oldham","359",,,,,"1880",,,,"Oldham",4708900
"G4803610","1970","Texas","48","Orange","361",,,,,"0840",,,,"Orange",186529650
"G4803630","1970","Texas","48","Palo Pinto","363",,,,,,,,,"Palo Pinto",75357800
"G4803650","1970","Texas","48","Panola","365",,,,,,,,,"Panola",30982250
"G4803670","1970","Texas","48","Parker","367",,,,,,,,,"Parker",82224100
"G4803690","1970","Texas","48","Parmer","369",,,,,,,,,"Parmer",25294150
"G4803710","1970","Texas","48","Pecos","371",,,,,,,,,"Pecos",30246050
"G4803730","1970","Texas","48","Polk","373",,,,,"0840",,,,"Polk",26908150
"G4803750","1970","Texas","48","Potter","375",,,,,"0320",,,,"Potter",222329900
"G4803770","1970","Texas","48","Presidio","377",,,,,,,,,"Presidio",7618450
"G4803790","1970","Texas","48","Rains","379",,,,,,,,,"Rains",7154950
"G4803810","1970","Texas","48","Randall","381",,,,,"0320",,,,"Randall",169351250
"G4803830","1970","Texas","48","Reagan","383",,,,,,,,,"Reagan",7308950
"G4803850","1970","Texas","48","Real","385",,,,,,,,,"Real",3149650
"G4803870","1970","Texas","48","Red River","387",,,,,,,,,"Red River",23263000
"G4803890","1970","Texas","48","Reeves","389",,,,,,,,,"Reeves",30415100
"G4803910","1970","Texas","48","Refugio","391",,,,,,,,,"Refugio",20123450
"G4803930","1970","Texas","48","Roberts","393",,,,,,,,,"Roberts",2005950
"G4803950","1970","Texas","48","Robertson","395",,,,,"0320",,,,"Robertson",21444000
"G4803970","1970","Texas","48","Rockwall","397",,,,,"1920",,,,"Rockwall",19329000
"G4803990","1970","Texas","48","Runnels","399",,,,,,,,,"Runnels",25315950
"G4804010","1970","Texas","48","Rusk","401",,,,,,,,,"Rusk",71254000
"G4804030","1970","Texas","48","Sabine","403",,,,,,,,,"Sabine",11619500
"G4804050","1970","Texas","48","San Augustine","405",,,,,,,,,"San Augustine",12163400
"G4804070","1970","Texas","48","San Jacinto","407",,,,,"1920",,,,"San Jacinto",10066900
"G4804090","1970","Texas","48","San Patricio","409",,,,,"1880",,,,"San Patricio",91217500
"G4804110","1970","Texas","48","San Saba","411",,,,,,,,,"San Saba",10236900
"G4804130","1970","Texas","48","Schleicher","413",,,,,,,,,"Schleicher",5864800
"G4804150","1970","Texas","48","Scurry","415",,,,,,,,,"Scurry",37808650
"G4804170","1970","Texas","48","Shackelford","417",,,,,,,,,"Shackelford",8684600
"G4804190","1970","Texas","48","Shelby","419",,,,,,,,,"Shelby",34291750
"G4804210","1970","Texas","48","Sherman","421",,,,,"1880",,,,"Sherman",11937650
"G4804230","1970","Texas","48","Smith","423",,,,,"8640",,,,"Smith",248130700
"G4804250","1970","Texas","48","Somervell","425",,,,,,,,,"Somervell",6277700
"G4804270","1970","Texas","48","Starr","427",,,,,,,,,"Starr",18656950
"G4804290","1970","Texas","48","Stephens","429",,,,,,,,,"Stephens",17824250
"G4804310","1970","Texas","48","Sterling","431",,,,,,,,,"Sterling",2172650
"G4804330","1970","Texas","48","Stonewall","433",,,,,,,,,"Stonewall",6657550
"G4804350","1970","Texas","48","Sutton","435",,,,,,,,,"Sutton",6316050
"G4804370","1970","Texas","48","Swisher","437",,,,,"8640",,,,"Swisher",23863900
"G4804390","1970","Texas","48","Tarrant","439",,,,,"2800",,,,"Tarrant",2156771550
"G4804410","1970","Texas","48","Taylor","441",,,,,"0040",,,,"Taylor",220644250
"G4804430","1970","Texas","48","Terrell","443",,,,,,,,,"Terrell",4083750
"G4804450","1970","Texas","48","Terry","445",,,,,,,,,"Terry",32895150
"G4804470","1970","Texas","48","Throckmorton","447",,,,,,,,,"Throckmorton",5339200
"G4804490","1970","Texas","48","Titus","449",,,,,"0040",,,,"Titus",36762750
"G4804510","1970","Texas","48","Tom Green","451",,,,,"7200",,,,"Tom Green",165868850
"G4804530","1970","Texas","48","Travis","453",,,,,"0640",,,,"Travis",756445400
"G4804550","1970","Texas","48","Trinity","455",,,,,,,,,"Trinity",12296050
"G4804570","1970","Texas","48","Tyler","457",,,,,,,,,"Tyler",24732700
"G4804590","1970","Texas","48","Upshur","459",,,,,,,,,"Upshur",39272900
"G4804610","1970","Texas","48","Upton","461",,,,,,,,,"Upton",10665250
"G4804630","1970","Texas","48","Uvalde","463",,,,,,,,,"Uvalde",29164450
"G4804650","1970","Texas","48","Val Verde","465",,,,,,,,,"Val Verde",48004300
"G4804670","1970","Texas","48","Van Zandt","467",,,,,,,,,"Van Zandt",49604600
"G4804690","1970","Texas","48","Victoria","469",,,,,,,,,"Victoria",116257250
"G4804710","1970","Texas","48","Walker","471",,,,,,,,,"Walker",40472900
"G4804730","1970","Texas","48","Waller","473",,,,,,,,,"Waller",23262700
"G4804750","1970","Texas","48","Ward","475",,,,,,,,,"Ward",31979000
"G4804770","1970","Texas","48","Washington","477",,,,,"0640",,,,"Washington",35273700
"G4804790","1970","Texas","48","Webb","479",,,,,"4080",,,,"Webb",102875300
"G4804810","1970","Texas","48","Wharton","481",,,,,,,,,"Wharton",71099650
"G4804830","1970","Texas","48","Wheeler","483",,,,,"4080",,,,"Wheeler",15467250
"G4804850","1970","Texas","48","Wichita","485",,,,,"9080",,,,"Wichita",290940550
"G4804870","1970","Texas","48","Wilbarger","487",,,,,,,,,"Wilbarger",32534850
"G4804890","1970","Texas","48","Willacy","489",,,,,,,,,"Willacy",20649350
"G4804910","1970","Texas","48","Williamson","491",,,,,,,,,"Williamson",71968650
"G4804930","1970","Texas","48","Wilson","493",,,,,,,,,"Wilson",22171350
"G4804950","1970","Texas","48","Winkler","495",,,,,,,,,"Winkler",25060400
"G4804970","1970","Texas","48","Wise","497",,,,,,,,,"Wise",47655600
"G4804990","1970","Texas","48","Wood","499",,,,,,,,,"Wood",39608300
"G4805010","1970","Texas","48","Yoakum","501",,,,,,,,,"Yoakum",17637650
"G4805030","1970","Texas","48","Young","503",,,,,,,,,"Young",35371750
"G4805050","1970","Texas","48","Zapata","505",,,,,,,,,"Zapata",5207250
"G4805070","1970","Texas","48","Zavala","507",,,,,"9080",,,,"Zavala",15396100
"G4900010","1970","Utah","49","Beaver","001",,,,,,,,,"Beaver",8350800
"G4900030","1970","Utah","49","Box Elder","003",,,,,,,,,"Box Elder",67169900
"G4900050","1970","Utah","49","Cache","005",,,,,,,,,"Cache",84783750
"G4900070","1970","Utah","49","Carbon","007",,,,,,,,,"Carbon",35447800
"G4900090","1970","Utah","49","Daggett","009",,,,,,,,,"Daggett",1734950
"G4900110","1970","Utah","49","Davis","011",,,,,"7160",,,,"Davis",254262850
"G4900130","1970","Utah","49","Duchesne","013",,,,,,,,,"Duchesne",13693950
"G4900150","1970","Utah","49","Emery","015",,,,,,,,,"Emery",9221600
"G4900170","1970","Utah","49","Garfield","017",,,,,,,,,"Garfield",7232550
"G4900190","1970","Utah","49","Grand","019",,,,,,,,,"Grand",15421800
"G4900210","1970","Utah","49","Iron","021",,,,,,,,,"Iron",25131200
"G4900230","1970","Utah","49","Juab","023",,,,,,,,,"Juab",8647050
"G4900250","1970","Utah","49","Kane","025",,,,,,,,,"Kane",5392400
"G4900270","1970","Utah","49","Millard","027",,,,,,,,,"Millard",13063200
"G4900290","1970","Utah","49","Morgan","029",,,,,,,,,"Morgan",10036000
"G4900310","1970","Utah","49","Piute","031",,,,,,,,,"Piute",2246550
"G4900330","1970","Utah","49","Rich","033",,,,,,,,,"Rich",3729350
"G4900350","1970","Utah","49","Salt Lake","035",,,,,"7160",,,,"Salt Lake",1232521050
"G4900370","1970","Utah","49","San Juan","037",,,,,,,,,"San Juan",13894200
"G4900390","1970","Utah","49","Sanpete","039",,,,,,,,,"Sanpete",20659750
"G4900410","1970","Utah","49","Sevier","041",,,,,,,,,"Sevier",21780000
"G4900430","1970","Utah","49","Summit","043",,,,,,,,,"Summit",13231700
"G4900450","1970","Utah","49","Tooele","045",,,,,,,,,"Tooele",55107600
"G4900470","1970","Utah","49","Uintah","047",,,,,"7160",,,,"Uintah",26891600
"G4900490","1970","Utah","49","Utah","049",,,,,"6520",,,,"Utah",267644500
"G4900510","1970","Utah","49","Wasatch","051",,,,,,,,,"Wasatch",13160400
"G4900530","1970","Utah","49","Washington","053",,,,,,,,,"Washington",26295050
"G4900550","1970","Utah","49","Wayne","055",,,,,"6520",,,,"Wayne",2778000
"G4900570","1970","Utah","49","Weber","057",,,,,"5840",,,,"Weber",344749900
"G5000010","1970","Vermont","50","Addison","001",,,,,,,,,"Addison",54870550
"G5000030","1970","Vermont","50","Bennington","003",,,,,,,,,"Bennington",74823550
"G5000050","1970","Vermont","50","Caledonia","005",,,,,,,,,"Caledonia",49230750
"G5000070","1970","Vermont","50","Chittenden","007",,,,,,,,,"Chittenden",263886900
"G5000090","1970","Vermont","50","Essex","009",,,,,,,,,"Essex",11173300
"G5000110","1970","Vermont","50","Franklin","011",,,,,,,,,"Franklin",74547100
"G5000130","1970","Vermont","50","Grand Isle","013",,,,,,,,,"Grand Isle",9071350
"G5000150","1970","Vermont","50","Lamoille","015",,,,,,,,,"Lamoille",33240300
"G5000170","1970","Vermont","50","Orange","017",,,,,,,,,"Orange",38723700
"G5000190","1970","Vermont","50","Orleans","019",,,,,,,,,"Orleans",41814500
"G5000210","1970","Vermont","50","Rutland","021",,,,,,,,,"Rutland",124609300
"G5000230","1970","Vermont","50","Washington","023",,,,,,,,,"Washington",111938400
"G5000250","1970","Vermont","50","Windham","025",,,,,,,,,"Windham",80714000
"G5000270","1970","Vermont","50","Windsor","027",,,,,,,,,"Windsor",116099500
"G5100010","1970","Virginia","51","Accomack","001",,,,,,,,,"Accomack",50866700
"G5100030","1970","Virginia","51","Albemarle","003",,,,,,,,,"Albemarle",98671650
"G5100050","1970","Virginia","51","Alleghany","005",,,,,,,,,"Alleghany",27318850
"G5100070","1970","Virginia","51","Amelia","007",,,,,,,,,"Amelia",13050800
"G5100090","1970","Virginia","51","Amherst","009",,,,,"4640",,,,"Amherst",50643100
"G5100110","1970","Virginia","51","Appomattox","011",,,,,"4640",,,,"Appomattox",20755800
"G5100130","1970","Virginia","51","Arlington","013",,,,,"8840",,,,"Arlington",703230500
"G5100150","1970","Virginia","51","Augusta","015",,,,,,,,,"Augusta",103243550
"G5100170","1970","Virginia","51","Bath","017",,,,,,,,,"Bath",8718200
"G5100190","1970","Virginia","51","Bedford","019",,,,,,,,,"Bedford",55534500
"G5100210","1970","Virginia","51","Bland","021",,,,,,,,,"Bland",8973300
"G5100230","1970","Virginia","51","Botetourt","023",,,,,,,,,"Botetourt",42646700
"G5100250","1970","Virginia","51","Brunswick","025",,,,,,,,,"Brunswick",26813650
"G5100270","1970","Virginia","51","Buchanan","027",,,,,,,,,"Buchanan",52593300
