GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AR5AA
G1901190,1990,Iowa,19,190,Lyon County,119,1190,Lyon County,4289
G1901210,1990,Iowa,19,190,Madison County,121,1210,Madison County,4715
G1901230,1990,Iowa,19,190,Mahaska County,123,1230,Mahaska County,8306
G1901250,1990,Iowa,19,190,Marion County,125,1250,Marion County,10815
G1901270,1990,Iowa,19,190,Marshall County,127,1270,Marshall County,14890
G1901290,1990,Iowa,19,190,Mills County,129,1290,Mills County,4665
G1901310,1990,Iowa,19,190,Mitchell County,131,1310,Mitchell County,4253
G1901330,1990,Iowa,19,190,Monona County,133,1330,Monona County,4098
G1901350,1990,Iowa,19,190,Monroe County,135,1350,Monroe County,3196
G1901370,1990,Iowa,19,190,Montgomery County,137,1370,Montgomery County,4955
G1901390,1990,Iowa,19,190,Muscatine County,139,1390,Muscatine County,14806
G1901410,1990,Iowa,19,190,O'Brien County,141,1410,O'Brien County,5980
G1901430,1990,Iowa,19,190,Osceola County,143,1430,Osceola County,2817
G1901450,1990,Iowa,19,190,Page County,145,1450,Page County,6687
G1901470,1990,Iowa,19,190,Palo Alto County,147,1470,Palo Alto County,4183
G1901490,1990,Iowa,19,190,Plymouth County,149,1490,Plymouth County,8417
G1901510,1990,Iowa,19,190,Pocahontas County,151,1510,Pocahontas County,3820
G1901530,1990,Iowa,19,190,Polk County,153,1530,Polk County,129237
G1901550,1990,Iowa,19,190,Pottawattamie County,155,1550,Pottawattamie County,31262
G1901570,1990,Iowa,19,190,Poweshiek County,157,1570,Poweshiek County,7158
G1901590,1990,Iowa,19,190,Ringgold County,159,1590,Ringgold County,2218
G1901610,1990,Iowa,19,190,Sac County,161,1610,Sac County,4914
G1901630,1990,Iowa,19,190,Scott County,163,1630,Scott County,57438
G1901650,1990,Iowa,19,190,Shelby County,165,1650,Shelby County,5024
G1901670,1990,Iowa,19,190,Sioux County,167,1670,Sioux County,9925
G1901690,1990,Iowa,19,190,Story County,169,1690,Story County,25941
G1901710,1990,Iowa,19,190,Tama County,171,1710,Tama County,6768
G1901730,1990,Iowa,19,190,Taylor County,173,1730,Taylor County,2859
G1901750,1990,Iowa,19,190,Union County,175,1750,Union County,5173
G1901770,1990,Iowa,19,190,Van Buren County,177,1770,Van Buren County,3056
G1901790,1990,Iowa,19,190,Wapello County,179,1790,Wapello County,14555
G1901810,1990,Iowa,19,190,Warren County,181,1810,Warren County,12659
G1901830,1990,Iowa,19,190,Washington County,183,1830,Washington County,7454
G1901850,1990,Iowa,19,190,Wayne County,185,1850,Wayne County,2953
G1901870,1990,Iowa,19,190,Webster County,187,1870,Webster County,15963
G1901890,1990,Iowa,19,190,Winnebago County,189,1890,Winnebago County,4704
G1901910,1990,Iowa,19,190,Winneshiek County,191,1910,Winneshiek County,7256
G1901930,1990,Iowa,19,190,Woodbury County,193,1930,Woodbury County,36899
G1901950,1990,Iowa,19,190,Worth County,195,1950,Worth County,3239
G1901970,1990,Iowa,19,190,Wright County,197,1970,Wright County,5899
G2000010,1990,Kansas,20,200,Allen County,1,10,Allen County,5705
G2000030,1990,Kansas,20,200,Anderson County,3,30,Anderson County,3067
G2000050,1990,Kansas,20,200,Atchison County,5,50,Atchison County,6129
G2000070,1990,Kansas,20,200,Barber County,7,70,Barber County,2358
G2000090,1990,Kansas,20,200,Barton County,9,90,Barton County,11561
G2000110,1990,Kansas,20,200,Bourbon County,11,110,Bourbon County,5897
G2000130,1990,Kansas,20,200,Brown County,13,130,Brown County,4347
G2000150,1990,Kansas,20,200,Butler County,15,150,Butler County,18488
G2000170,1990,Kansas,20,200,Chase County,17,170,Chase County,1214
G2000190,1990,Kansas,20,200,Chautauqua County,19,190,Chautauqua County,1835
G2000210,1990,Kansas,20,200,Cherokee County,21,210,Cherokee County,8396
G2000230,1990,Kansas,20,200,Cheyenne County,23,230,Cheyenne County,1389
G2000250,1990,Kansas,20,200,Clark County,25,250,Clark County,1006
G2000270,1990,Kansas,20,200,Clay County,27,270,Clay County,3641
G2000290,1990,Kansas,20,200,Cloud County,29,290,Cloud County,4483
G2000310,1990,Kansas,20,200,Coffey County,31,310,Coffey County,3311
G2000330,1990,Kansas,20,200,Comanche County,33,330,Comanche County,950
G2000350,1990,Kansas,20,200,Cowley County,35,350,Cowley County,14047
G2000370,1990,Kansas,20,200,Crawford County,37,370,Crawford County,14606
G2000390,1990,Kansas,20,200,Decatur County,39,390,Decatur County,1651
G2000410,1990,Kansas,20,200,Dickinson County,41,410,Dickinson County,7542
G2000430,1990,Kansas,20,200,Doniphan County,43,430,Doniphan County,3074
G2000450,1990,Kansas,20,200,Douglas County,45,450,Douglas County,30138
G2000470,1990,Kansas,20,200,Edwards County,47,470,Edwards County,1585
G2000490,1990,Kansas,20,200,Elk County,49,490,Elk County,1436
G2000510,1990,Kansas,20,200,Ellis County,51,510,Ellis County,10096
G2000530,1990,Kansas,20,200,Ellsworth County,53,530,Ellsworth County,2522
G2000550,1990,Kansas,20,200,Finney County,55,550,Finney County,10836
G2000570,1990,Kansas,20,200,Ford County,57,570,Ford County,9872
G2000590,1990,Kansas,20,200,Franklin County,59,590,Franklin County,8308
G2000610,1990,Kansas,20,200,Geary County,61,610,Geary County,10676
G2000630,1990,Kansas,20,200,Gove County,63,630,Gove County,1284
G2000650,1990,Kansas,20,200,Graham County,65,650,Graham County,1435
G2000670,1990,Kansas,20,200,Grant County,67,670,Grant County,2393
G2000690,1990,Kansas,20,200,Gray County,69,690,Gray County,1913
G2000710,1990,Kansas,20,200,Greeley County,71,710,Greeley County,656
G2000730,1990,Kansas,20,200,Greenwood County,73,730,Greenwood County,3285
G2000750,1990,Kansas,20,200,Hamilton County,75,750,Hamilton County,986
G2000770,1990,Kansas,20,200,Harper County,77,770,Harper County,3007
G2000790,1990,Kansas,20,200,Harvey County,79,790,Harvey County,11581
G2000810,1990,Kansas,20,200,Haskell County,81,810,Haskell County,1372
G2000830,1990,Kansas,20,200,Hodgeman County,83,830,Hodgeman County,826
G2000850,1990,Kansas,20,200,Jackson County,85,850,Jackson County,4277
G2000870,1990,Kansas,20,200,Jefferson County,87,870,Jefferson County,5778
G2000890,1990,Kansas,20,200,Jewell County,89,890,Jewell County,1806
G2000910,1990,Kansas,20,200,Johnson County,91,910,Johnson County,136433
G2000930,1990,Kansas,20,200,Kearny County,93,930,Kearny County,1379
G2000950,1990,Kansas,20,200,Kingman County,95,950,Kingman County,3175
G2000970,1990,Kansas,20,200,Kiowa County,97,970,Kiowa County,1466
G2000990,1990,Kansas,20,200,Labette County,99,990,Labette County,9377
G2001010,1990,Kansas,20,200,Lane County,101,1010,Lane County,966
G2001030,1990,Kansas,20,200,Leavenworth County,103,1030,Leavenworth County,19715
G2001050,1990,Kansas,20,200,Lincoln County,105,1050,Lincoln County,1531
G2001070,1990,Kansas,20,200,Linn County,107,1070,Linn County,3215
G2001090,1990,Kansas,20,200,Logan County,109,1090,Logan County,1221
G2001110,1990,Kansas,20,200,Lyon County,111,1110,Lyon County,13059
G2001130,1990,Kansas,20,200,McPherson County,113,1130,McPherson County,10230
G2001150,1990,Kansas,20,200,Marion County,115,1150,Marion County,4975
G2001170,1990,Kansas,20,200,Marshall County,117,1170,Marshall County,4689
G2001190,1990,Kansas,20,200,Meade County,119,1190,Meade County,1667
G2001210,1990,Kansas,20,200,Miami County,121,1210,Miami County,8402
G2001230,1990,Kansas,20,200,Mitchell County,123,1230,Mitchell County,2846
G2001250,1990,Kansas,20,200,Montgomery County,125,1250,Montgomery County,15670
G2001270,1990,Kansas,20,200,Morris County,127,1270,Morris County,2528
G2001290,1990,Kansas,20,200,Morton County,129,1290,Morton County,1290
G2001310,1990,Kansas,20,200,Nemaha County,131,1310,Nemaha County,3996
G2001330,1990,Kansas,20,200,Neosho County,133,1330,Neosho County,6748
G2001350,1990,Kansas,20,200,Ness County,135,1350,Ness County,1670
G2001370,1990,Kansas,20,200,Norton County,137,1370,Norton County,2330
G2001390,1990,Kansas,20,200,Osage County,139,1390,Osage County,5806
G2001410,1990,Kansas,20,200,Osborne County,141,1410,Osborne County,2057
G2001430,1990,Kansas,20,200,Ottawa County,143,1430,Ottawa County,2266
G2001450,1990,Kansas,20,200,Pawnee County,145,1450,Pawnee County,2923
G2001470,1990,Kansas,20,200,Phillips County,147,1470,Phillips County,2695
G2001490,1990,Kansas,20,200,Pottawatomie County,149,1490,Pottawatomie County,5938
G2001510,1990,Kansas,20,200,Pratt County,151,1510,Pratt County,3937
G2001530,1990,Kansas,20,200,Rawlins County,153,1530,Rawlins County,1361
G2001550,1990,Kansas,20,200,Reno County,155,1550,Reno County,24239
G2001570,1990,Kansas,20,200,Republic County,157,1570,Republic County,2769
G2001590,1990,Kansas,20,200,Rice County,159,1590,Rice County,4165
G2001610,1990,Kansas,20,200,Riley County,161,1610,Riley County,21280
G2001630,1990,Kansas,20,200,Rooks County,163,1630,Rooks County,2444
G2001650,1990,Kansas,20,200,Rush County,165,1650,Rush County,1642
G2001670,1990,Kansas,20,200,Russell County,167,1670,Russell County,3371
G2001690,1990,Kansas,20,200,Saline County,169,1690,Saline County,19826
G2001710,1990,Kansas,20,200,Scott County,171,1710,Scott County,2022
G2001730,1990,Kansas,20,200,Sedgwick County,173,1730,Sedgwick County,156571
G2001750,1990,Kansas,20,200,Seward County,175,1750,Seward County,6614
G2001770,1990,Kansas,20,200,Shawnee County,177,1770,Shawnee County,63768
G2001790,1990,Kansas,20,200,Sheridan County,179,1790,Sheridan County,1171
G2001810,1990,Kansas,20,200,Sherman County,181,1810,Sherman County,2733
G2001830,1990,Kansas,20,200,Smith County,183,1830,Smith County,2165
G2001850,1990,Kansas,20,200,Stafford County,185,1850,Stafford County,2203
G2001870,1990,Kansas,20,200,Stanton County,187,1870,Stanton County,831
G2001890,1990,Kansas,20,200,Stevens County,189,1890,Stevens County,1885
G2001910,1990,Kansas,20,200,Sumner County,191,1910,Sumner County,9689
G2001930,1990,Kansas,20,200,Thomas County,193,1930,Thomas County,3124
G2001950,1990,Kansas,20,200,Trego County,195,1950,Trego County,1464
G2001970,1990,Kansas,20,200,Wabaunsee County,197,1970,Wabaunsee County,2482
G2001990,1990,Kansas,20,200,Wallace County,199,1990,Wallace County,677
G2002010,1990,Kansas,20,200,Washington County,201,2010,Washington County,2862
G2002030,1990,Kansas,20,200,Wichita County,203,2030,Wichita County,996
G2002050,1990,Kansas,20,200,Wilson County,205,2050,Wilson County,4194
G2002070,1990,Kansas,20,200,Woodson County,207,2070,Woodson County,1699
G2002090,1990,Kansas,20,200,Wyandotte County,209,2090,Wyandotte County,61514
G2100010,1990,Kentucky,21,210,Adair County,1,10,Adair County,5800
G2100030,1990,Kentucky,21,210,Allen County,3,30,Allen County,5595
G2100050,1990,Kentucky,21,210,Anderson County,5,50,Anderson County,5438
G2100070,1990,Kentucky,21,210,Ballard County,7,70,Ballard County,3191
G2100090,1990,Kentucky,21,210,Barren County,9,90,Barren County,13136
G2100110,1990,Kentucky,21,210,Bath County,11,110,Bath County,3659
G2100130,1990,Kentucky,21,210,Bell County,13,130,Bell County,11512
G2100150,1990,Kentucky,21,210,Boone County,15,150,Boone County,20127
G2100170,1990,Kentucky,21,210,Bourbon County,17,170,Bourbon County,7250
G2100190,1990,Kentucky,21,210,Boyd County,19,190,Boyd County,19876
G2100210,1990,Kentucky,21,210,Boyle County,21,210,Boyle County,9483
G2100230,1990,Kentucky,21,210,Bracken County,23,230,Bracken County,2872
G2100250,1990,Kentucky,21,210,Breathitt County,25,250,Breathitt County,5555
G2100270,1990,Kentucky,21,210,Breckinridge County,27,270,Breckinridge County,6159
G2100290,1990,Kentucky,21,210,Bullitt County,29,290,Bullitt County,15965
G2100310,1990,Kentucky,21,210,Butler County,31,310,Butler County,4180
G2100330,1990,Kentucky,21,210,Caldwell County,33,330,Caldwell County,5274
G2100350,1990,Kentucky,21,210,Calloway County,35,350,Calloway County,11607
G2100370,1990,Kentucky,21,210,Campbell County,37,370,Campbell County,31169
G2100390,1990,Kentucky,21,210,Carlisle County,39,390,Carlisle County,2106
G2100410,1990,Kentucky,21,210,Carroll County,41,410,Carroll County,3505
G2100430,1990,Kentucky,21,210,Carter County,43,430,Carter County,8679
G2100450,1990,Kentucky,21,210,Casey County,45,450,Casey County,5436
G2100470,1990,Kentucky,21,210,Christian County,47,470,Christian County,21636
G2100490,1990,Kentucky,21,210,Clark County,49,490,Clark County,10973
G2100510,1990,Kentucky,21,210,Clay County,51,510,Clay County,7367
G2100530,1990,Kentucky,21,210,Clinton County,53,530,Clinton County,3591
G2100550,1990,Kentucky,21,210,Crittenden County,55,550,Crittenden County,3646
G2100570,1990,Kentucky,21,210,Cumberland County,57,570,Cumberland County,2714
G2100590,1990,Kentucky,21,210,Daviess County,59,590,Daviess County,33036
G2100610,1990,Kentucky,21,210,Edmonson County,61,610,Edmonson County,3843
G2100630,1990,Kentucky,21,210,Elliott County,63,630,Elliott County,2324
G2100650,1990,Kentucky,21,210,Estill County,65,650,Estill County,5357
G2100670,1990,Kentucky,21,210,Fayette County,67,670,Fayette County,89529
G2100690,1990,Kentucky,21,210,Fleming County,69,690,Fleming County,4626
G2100710,1990,Kentucky,21,210,Floyd County,71,710,Floyd County,15664
G2100730,1990,Kentucky,21,210,Franklin County,73,730,Franklin County,17385
G2100750,1990,Kentucky,21,210,Fulton County,75,750,Fulton County,3378
G2100770,1990,Kentucky,21,210,Gallatin County,77,770,Gallatin County,1941
G2100790,1990,Kentucky,21,210,Garrard County,79,790,Garrard County,4435
G2100810,1990,Kentucky,21,210,Grant County,81,810,Grant County,5585
G2100830,1990,Kentucky,21,210,Graves County,83,830,Graves County,13377
G2100850,1990,Kentucky,21,210,Grayson County,85,850,Grayson County,7991
G2100870,1990,Kentucky,21,210,Green County,87,870,Green County,4089
G2100890,1990,Kentucky,21,210,Greenup County,89,890,Greenup County,13414
G2100910,1990,Kentucky,21,210,Hancock County,91,910,Hancock County,2795
G2100930,1990,Kentucky,21,210,Hardin County,93,930,Hardin County,29358
G2100950,1990,Kentucky,21,210,Harlan County,95,950,Harlan County,13269
G2100970,1990,Kentucky,21,210,Harrison County,97,970,Harrison County,6086
G2100990,1990,Kentucky,21,210,Hart County,99,990,Hart County,5740
G2101010,1990,Kentucky,21,210,Henderson County,101,1010,Henderson County,16558
G2101030,1990,Kentucky,21,210,Henry County,103,1030,Henry County,4896
G2101050,1990,Kentucky,21,210,Hickman County,105,1050,Hickman County,2188
G2101070,1990,Kentucky,21,210,Hopkins County,107,1070,Hopkins County,17760
G2101090,1990,Kentucky,21,210,Jackson County,109,1090,Jackson County,4381
G2101110,1990,Kentucky,21,210,Jefferson County,111,1110,Jefferson County,264138
G2101130,1990,Kentucky,21,210,Jessamine County,113,1130,Jessamine County,10601
G2101150,1990,Kentucky,21,210,Johnson County,115,1150,Johnson County,8469
G2101170,1990,Kentucky,21,210,Kenton County,117,1170,Kenton County,52690
G2101190,1990,Kentucky,21,210,Knott County,119,1190,Knott County,6086
G2101210,1990,Kentucky,21,210,Knox County,121,1210,Knox County,10718
G2101230,1990,Kentucky,21,210,Larue County,123,1230,Larue County,4503
G2101250,1990,Kentucky,21,210,Laurel County,125,1250,Laurel County,15585
G2101270,1990,Kentucky,21,210,Lawrence County,127,1270,Lawrence County,5007
G2101290,1990,Kentucky,21,210,Lee County,129,1290,Lee County,2760
G2101310,1990,Kentucky,21,210,Leslie County,131,1310,Leslie County,4711
G2101330,1990,Kentucky,21,210,Letcher County,133,1330,Letcher County,9731
G2101350,1990,Kentucky,21,210,Lewis County,135,1350,Lewis County,4713
G2101370,1990,Kentucky,21,210,Lincoln County,137,1370,Lincoln County,7431
G2101390,1990,Kentucky,21,210,Livingston County,139,1390,Livingston County,3593
G2101410,1990,Kentucky,21,210,Logan County,141,1410,Logan County,9302
G2101430,1990,Kentucky,21,210,Lyon County,143,1430,Lyon County,2355
G2101450,1990,Kentucky,21,210,McCracken County,145,1450,McCracken County,25625
G2101470,1990,Kentucky,21,210,McCreary County,147,1470,McCreary County,5479
G2101490,1990,Kentucky,21,210,McLean County,149,1490,McLean County,3672
G2101510,1990,Kentucky,21,210,Madison County,151,1510,Madison County,20012
G2101530,1990,Kentucky,21,210,Magoffin County,153,1530,Magoffin County,4440
G2101550,1990,Kentucky,21,210,Marion County,155,1550,Marion County,5688
G2101570,1990,Kentucky,21,210,Marshall County,157,1570,Marshall County,10789
G2101590,1990,Kentucky,21,210,Martin County,159,1590,Martin County,4300
G2101610,1990,Kentucky,21,210,Mason County,161,1610,Mason County,6537
G2101630,1990,Kentucky,21,210,Meade County,163,1630,Meade County,8080
G2101650,1990,Kentucky,21,210,Menifee County,165,1650,Menifee County,1842
G2101670,1990,Kentucky,21,210,Mercer County,167,1670,Mercer County,7413
G2101690,1990,Kentucky,21,210,Metcalfe County,169,1690,Metcalfe County,3433
G2101710,1990,Kentucky,21,210,Monroe County,171,1710,Monroe County,4505
G2101730,1990,Kentucky,21,210,Montgomery County,173,1730,Montgomery County,7312
G2101750,1990,Kentucky,21,210,Morgan County,175,1750,Morgan County,4089
G2101770,1990,Kentucky,21,210,Muhlenberg County,177,1770,Muhlenberg County,11683
G2101790,1990,Kentucky,21,210,Nelson County,179,1790,Nelson County,10417
G2101810,1990,Kentucky,21,210,Nicholas County,181,1810,Nicholas County,2621
G2101830,1990,Kentucky,21,210,Ohio County,183,1830,Ohio County,7816
G2101850,1990,Kentucky,21,210,Oldham County,185,1850,Oldham County,10673
G2101870,1990,Kentucky,21,210,Owen County,187,1870,Owen County,3412
G2101890,1990,Kentucky,21,210,Owsley County,189,1890,Owsley County,1848
G2101910,1990,Kentucky,21,210,Pendleton County,191,1910,Pendleton County,4332
G2101930,1990,Kentucky,21,210,Perry County,193,1930,Perry County,10598
G2101950,1990,Kentucky,21,210,Pike County,195,1950,Pike County,26148
G2101970,1990,Kentucky,21,210,Powell County,197,1970,Powell County,4057
G2101990,1990,Kentucky,21,210,Pulaski County,199,1990,Pulaski County,18866
G2102010,1990,Kentucky,21,210,Robertson County,201,2010,Robertson County,820
G2102030,1990,Kentucky,21,210,Rockcastle County,203,2030,Rockcastle County,5464
G2102050,1990,Kentucky,21,210,Rowan County,205,2050,Rowan County,6755
G2102070,1990,Kentucky,21,210,Russell County,207,2070,Russell County,5896
G2102090,1990,Kentucky,21,210,Scott County,209,2090,Scott County,8501
G2102110,1990,Kentucky,21,210,Shelby County,211,2110,Shelby County,9048
G2102130,1990,Kentucky,21,210,Simpson County,213,2130,Simpson County,5767
G2102150,1990,Kentucky,21,210,Spencer County,215,2150,Spencer County,2451
G2102170,1990,Kentucky,21,210,Taylor County,217,2170,Taylor County,8216
G2102190,1990,Kentucky,21,210,Todd County,219,2190,Todd County,4104
G2102210,1990,Kentucky,21,210,Trigg County,221,2210,Trigg County,4104
G2102230,1990,Kentucky,21,210,Trimble County,223,2230,Trimble County,2246
G2102250,1990,Kentucky,21,210,Union County,225,2250,Union County,5580
G2102270,1990,Kentucky,21,210,Warren County,227,2270,Warren County,28819
G2102290,1990,Kentucky,21,210,Washington County,229,2290,Washington County,3709
G2102310,1990,Kentucky,21,210,Wayne County,231,2310,Wayne County,6517
G2102330,1990,Kentucky,21,210,Webster County,233,2330,Webster County,5372
G2102350,1990,Kentucky,21,210,Whitley County,235,2350,Whitley County,12153
G2102370,1990,Kentucky,21,210,Wolfe County,237,2370,Wolfe County,2451
G2102390,1990,Kentucky,21,210,Woodford County,239,2390,Woodford County,7223
G2200010,1990,Louisiana,22,220,Acadia Parish,1,10,Acadia Parish,19285
G2200030,1990,Louisiana,22,220,Allen Parish,3,30,Allen Parish,7080
G2200050,1990,Louisiana,22,220,Ascension Parish,5,50,Ascension Parish,19337
G2200070,1990,Louisiana,22,220,Assumption Parish,7,70,Assumption Parish,7397
G2200090,1990,Louisiana,22,220,Avoyelles Parish,9,90,Avoyelles Parish,13480
G2200110,1990,Louisiana,22,220,Beauregard Parish,11,110,Beauregard Parish,10362
G2200130,1990,Louisiana,22,220,Bienville Parish,13,130,Bienville Parish,5852
G2200150,1990,Louisiana,22,220,Bossier Parish,15,150,Bossier Parish,30718
G2200170,1990,Louisiana,22,220,Caddo Parish,17,170,Caddo Parish,93248
G2200190,1990,Louisiana,22,220,Calcasieu Parish,19,190,Calcasieu Parish,60328
G2200210,1990,Louisiana,22,220,Caldwell Parish,21,210,Caldwell Parish,3575
G2200230,1990,Louisiana,22,220,Cameron Parish,23,230,Cameron Parish,3153
G2200250,1990,Louisiana,22,220,Catahoula Parish,25,250,Catahoula Parish,3927
G2200270,1990,Louisiana,22,220,Claiborne Parish,27,270,Claiborne Parish,6065
G2200290,1990,Louisiana,22,220,Concordia Parish,29,290,Concordia Parish,7341
G2200310,1990,Louisiana,22,220,De Soto Parish,31,310,De Soto Parish,9129
G2200330,1990,Louisiana,22,220,East Baton Rouge Parish,33,330,East Baton Rouge Parish,138620
G2200350,1990,Louisiana,22,220,East Carroll Parish,35,350,East Carroll Parish,3129
G2200370,1990,Louisiana,22,220,East Feliciana Parish,37,370,East Feliciana Parish,5589
G2200390,1990,Louisiana,22,220,Evangeline Parish,39,390,Evangeline Parish,11795
G2200410,1990,Louisiana,22,220,Franklin Parish,41,410,Franklin Parish,7776
G2200430,1990,Louisiana,22,220,Grant Parish,43,430,Grant Parish,6261
G2200450,1990,Louisiana,22,220,Iberia Parish,45,450,Iberia Parish,22847
G2200470,1990,Louisiana,22,220,Iberville Parish,47,470,Iberville Parish,9875
G2200490,1990,Louisiana,22,220,Jackson Parish,49,490,Jackson Parish,5817
G2200510,1990,Louisiana,22,220,Jefferson Parish,51,510,Jefferson Parish,166398
G2200530,1990,Louisiana,22,220,Jefferson Davis Parish,53,530,Jefferson Davis Parish,10669
G2200550,1990,Louisiana,22,220,Lafayette Parish,55,550,Lafayette Parish,60411
G2200570,1990,Louisiana,22,220,Lafourche Parish,57,570,Lafourche Parish,28835
G2200590,1990,Louisiana,22,220,LaSalle Parish,59,590,La Salle Parish,5086
G2200610,1990,Louisiana,22,220,Lincoln Parish,61,610,Lincoln Parish,13669
G2200630,1990,Louisiana,22,220,Livingston Parish,63,630,Livingston Parish,23814
G2200650,1990,Louisiana,22,220,Madison Parish,65,650,Madison Parish,4252
G2200670,1990,Louisiana,22,220,Morehouse Parish,67,670,Morehouse Parish,10961
G2200690,1990,Louisiana,22,220,Natchitoches Parish,69,690,Natchitoches Parish,12644
G2200710,1990,Louisiana,22,220,Orleans Parish,71,710,Orleans Parish,188235
G2200730,1990,Louisiana,22,220,Ouachita Parish,73,730,Ouachita Parish,50518
G2200750,1990,Louisiana,22,220,Plaquemines Parish,75,750,Plaquemines Parish,8213
G2200770,1990,Louisiana,22,220,Pointe Coupee Parish,77,770,Pointe Coupee Parish,7736
G2200790,1990,Louisiana,22,220,Rapides Parish,79,790,Rapides Parish,45941
G2200810,1990,Louisiana,22,220,Red River Parish,81,810,Red River Parish,3321
G2200830,1990,Louisiana,22,220,Richland Parish,83,830,Richland Parish,7079
G2200850,1990,Louisiana,22,220,Sabine Parish,85,850,Sabine Parish,8361
G2200870,1990,Louisiana,22,220,St. Bernard Parish,87,870,St. Bernard Parish,23156
G2200890,1990,Louisiana,22,220,St. Charles Parish,89,890,St. Charles Parish,14333
G2200910,1990,Louisiana,22,220,St. Helena Parish,91,910,St. Helena Parish,3328
G2200930,1990,Louisiana,22,220,St. James Parish,93,930,St. James Parish,6432
G2200950,1990,Louisiana,22,220,St. John the Baptist Parish,95,950,St. John the Baptist Parish,12710
G2200970,1990,Louisiana,22,220,St. Landry Parish,97,970,St. Landry Parish,27477
G2200990,1990,Louisiana,22,220,St. Martin Parish,99,990,St. Martin Parish,14634
G2201010,1990,Louisiana,22,220,St. Mary Parish,101,1010,St. Mary Parish,19456
G2201030,1990,Louisiana,22,220,St. Tammany Parish,103,1030,St. Tammany Parish,50346
G2201050,1990,Louisiana,22,220,Tangipahoa Parish,105,1050,Tangipahoa Parish,29663
G2201070,1990,Louisiana,22,220,Tensas Parish,107,1070,Tensas Parish,2515
G2201090,1990,Louisiana,22,220,Terrebonne Parish,109,1090,Terrebonne Parish,31837
G2201110,1990,Louisiana,22,220,Union Parish,111,1110,Union Parish,7528
G2201130,1990,Louisiana,22,220,Vermilion Parish,113,1130,Vermilion Parish,17762
G2201150,1990,Louisiana,22,220,Vernon Parish,115,1150,Vernon Parish,19111
G2201170,1990,Louisiana,22,220,Washington Parish,117,1170,Washington Parish,15475
G2201190,1990,Louisiana,22,220,Webster Parish,119,1190,Webster Parish,15849
G2201210,1990,Louisiana,22,220,West Baton Rouge Parish,121,1210,West Baton Rouge Parish,6606
G2201230,1990,Louisiana,22,220,West Carroll Parish,123,1230,West Carroll Parish,4394
G2201250,1990,Louisiana,22,220,West Feliciana Parish,125,1250,West Feliciana Parish,2741
G2201270,1990,Louisiana,22,220,Winn Parish,127,1270,Winn Parish,5787
G2300010,1990,Maine,23,230,Androscoggin County,1,10,Androscoggin County,40017
G2300030,1990,Maine,23,230,Aroostook County,3,30,Aroostook County,31366
G2300050,1990,Maine,23,230,Cumberland County,5,50,Cumberland County,94512
G2300070,1990,Maine,23,230,Franklin County,7,70,Franklin County,10778
G2300090,1990,Maine,23,230,Hancock County,9,90,Hancock County,18342
G2300110,1990,Maine,23,230,Kennebec County,11,110,Kennebec County,43889
G2300130,1990,Maine,23,230,Knox County,13,130,Knox County,14344
G2300150,1990,Maine,23,230,Lincoln County,15,150,Lincoln County,11968
G2300170,1990,Maine,23,230,Oxford County,17,170,Oxford County,20064
G2300190,1990,Maine,23,230,Penobscot County,19,190,Penobscot County,54063
G2300210,1990,Maine,23,230,Piscataquis County,21,210,Piscataquis County,7194
G2300230,1990,Maine,23,230,Sagadahoc County,23,230,Sagadahoc County,12581
G2300250,1990,Maine,23,230,Somerset County,25,250,Somerset County,18513
G2300270,1990,Maine,23,230,Waldo County,27,270,Waldo County,12415
G2300290,1990,Maine,23,230,Washington County,29,290,Washington County,13418
G2300310,1990,Maine,23,230,York County,31,310,York County,61848
G2400010,1990,Maryland,24,240,Allegany County,1,10,Allegany County,29634
G2400030,1990,Maryland,24,240,Anne Arundel County,3,30,Anne Arundel County,149114
G2400050,1990,Maryland,24,240,Baltimore County,5,50,Baltimore County,268280
G2400090,1990,Maryland,24,240,Calvert County,9,90,Calvert County,16986
G2400110,1990,Maryland,24,240,Caroline County,11,110,Caroline County,9983
G2400130,1990,Maryland,24,240,Carroll County,13,130,Carroll County,42248
G2400150,1990,Maryland,24,240,Cecil County,15,150,Cecil County,24725
G2400170,1990,Maryland,24,240,Charles County,17,170,Charles County,32950
G2400190,1990,Maryland,24,240,Dorchester County,19,190,Dorchester County,12117
G2400210,1990,Maryland,24,240,Frederick County,21,210,Frederick County,52570
G2400230,1990,Maryland,24,240,Garrett County,23,230,Garrett County,10110
G2400250,1990,Maryland,24,240,Harford County,25,250,Harford County,63193
G2400270,1990,Maryland,24,240,Howard County,27,270,Howard County,68337
G2400290,1990,Maryland,24,240,Kent County,29,290,Kent County,6702
G2400310,1990,Maryland,24,240,Montgomery County,31,310,Montgomery County,282228
G2400330,1990,Maryland,24,240,Prince George's County,33,330,Prince George's County,258011
G2400350,1990,Maryland,24,240,Queen Anne's County,35,350,Queen Anne's County,12489
G2400370,1990,Maryland,24,240,St. Mary's County,37,370,St. Mary's County,25500
G2400390,1990,Maryland,24,240,Somerset County,39,390,Somerset County,7977
G2400410,1990,Maryland,24,240,Talbot County,41,410,Talbot County,12677
G2400430,1990,Maryland,24,240,Washington County,43,430,Washington County,44762
G2400450,1990,Maryland,24,240,Wicomico County,45,450,Wicomico County,27772
G2400470,1990,Maryland,24,240,Worcester County,47,470,Worcester County,14142
