gisjoin,year,state,county,total_households,total_families,agg_fam_incom,agg_unrel_incom,agg_prop_val,mean_pro_value,mean_fam_incom,mean_hous_incom,mean_hous_incom_2,mean_hous_incom_3,sum_agg_incom
G1302450,1970,Georgia,Richmond County,44464,36488,339400250,74753050,391873500,8813.275908600215,9301.695077833809,7633.147040302267,9314.350935588342,1681.2038952860742,414153300
G1302470,1970,Georgia,Rockdale County,5199,4619,44360800,1994550,43437000,8354.875937680323,9603.983546222125,8532.563954606656,8916.205039430659,383.6410848240046,46355350
G1302490,1970,Georgia,Schley County,908,743,5282300,169000,3616500,3982.929515418502,7109.421265141319,5817.511013215859,6003.63436123348,186.12334801762114,5451300
G1302510,1970,Georgia,Screven County,3749,3034,18957050,1806550,12542250,3345.492131234996,6248.203691496375,5056.5617497999465,5538.436916511069,481.875166711123,20763600
G1302530,1970,Georgia,Seminole County,2117,1779,13200900,698200,11160750,5271.9650448748225,7420.404721753795,6235.66367501181,6565.470004723666,329.8063297118564,13899100
G1302550,1970,Georgia,Spalding County,12199,10271,91816050,6298150,83565750,6850.213132223953,8939.34865154318,7526.522665792278,8042.806787441594,516.2841216493155,98114200
G1302570,1970,Georgia,Stephens County,6459,5601,44682950,3028500,41127500,6367.471744852144,7977.67362970898,6917.936213036074,7386.816844712804,468.88063167673016,47711450
G1302590,1970,Georgia,Stewart County,1782,1453,8413600,755250,5656000,3173.961840628507,5790.50240880936,4721.4365881032545,5145.258136924804,423.82154882154884,9168850
G1302610,1970,Georgia,Sumter County,7613,6095,48376100,6559250,43441750,5706.259030605544,7937.01394585726,6354.406935505057,7215.992381452778,861.585445947721,54935350
G1302630,1970,Georgia,Talbot County,1737,1497,10406750,673200,6197250,3567.789291882556,6951.736806947228,5991.220495106505,6378.785261945884,387.56476683937825,11079950
G1302650,1970,Georgia,Taliaferro County,761,601,3391050,330650,1723250,2264.454664914586,5642.34608985025,4456.04467805519,4890.53876478318,434.4940867279895,3721700
G1302670,1970,Georgia,Tattnall County,4224,3542,23592050,1463050,15321250,3627.1898674242425,6660.6578204404295,5585.239109848485,5931.605113636364,346.3660037878788,25055100
G1302690,1970,Georgia,Taylor County,2268,1862,11905350,779400,9155750,4036.926807760141,6393.8506981740065,5249.272486772486,5592.923280423281,343.6507936507937,12684750
G1302710,1970,Georgia,Telfair County,3401,2790,17630850,1809650,14886250,4377.0214642752135,6319.301075268817,5184.019406057042,5716.112907968245,532.0935019112026,19440500
G1302730,1970,Georgia,Terrell County,3256,2589,17122100,1750750,13284750,4080.082923832924,6613.402858246427,5258.630221130221,5796.329852579853,537.6996314496314,18872850
G1302750,1970,Georgia,Thomas County,10112,8352,65084550,6159800,61204750,6052.684928797468,7792.690373563219,6436.367681962025,7045.5251186708865,609.1574367088608,71244350
G1302770,1970,Georgia,Tift County,7877,6545,53578900,5453700,48793000,6194.363336295544,8186.233766233766,6801.942363844103,7494.299860352926,692.3574965088231,59032600
G1302790,1970,Georgia,Toombs County,5761,4721,33405950,3236700,30944500,5371.376497135914,7076.032620207583,5798.637389342128,6360.4669328241625,561.8295434820344,36642650
G1302810,1970,Georgia,Towns County,1411,1208,7346250,656750,7710750,5464.741318214033,6081.332781456954,5206.413890857548,5671.863926293409,465.4500354358611,8003000
G1302830,1970,Georgia,Treutlen County,1683,1396,8589800,748550,5401750,3209.59595959596,6153.151862464183,5103.862150920974,5548.6333927510395,444.7712418300654,9338350
G1302850,1970,Georgia,Troup County,14012,11509,94378650,7902200,83280250,5943.494861547245,8200.421409331828,6735.558806737083,7299.518270054239,563.9594633171567,102280850
G1302870,1970,Georgia,Turner County,2611,2186,14784850,1376150,11022000,4221.371122175412,6763.426349496798,5662.5239371888165,6189.582535427039,527.0585982382229,16161000
G1302890,1970,Georgia,Twiggs County,2081,1788,11296200,548600,7253750,3485.703988467083,6317.785234899329,5428.2556463238825,5691.8789043728975,263.6232580490149,11844800
G1302910,1970,Georgia,Union County,2174,1901,10522700,592900,8138250,3743.4452621895125,5535.349815886376,4840.248390064397,5112.971481140755,272.7230910763569,11115600
G1302930,1970,Georgia,Upson County,7382,6209,51952350,3901700,48135750,6520.69222432945,8367.265260106296,7037.706583581685,7566.248984015172,528.5424004334868,55854050
G1302950,1970,Georgia,Walker County,15636,13792,122247750,6506300,111121500,7106.772831926324,8863.670968677494,7818.351880276286,8234.462138654388,416.11025837810183,128754050
G1302970,1970,Georgia,Walton County,6741,5871,50291450,2850250,35287000,5234.683281412254,8566.079032532789,7460.532561934431,7883.355585224744,422.823023290313,53141700
G1302990,1970,Georgia,Ware County,10390,8541,71192100,5880000,65901500,6342.781520692974,8335.335440814893,6851.982675649663,7417.9114533205,565.9287776708373,77072100
G1303010,1970,Georgia,Warren County,1789,1494,13194250,832050,6688250,3738.5410844046955,8831.49263721553,7375.2096143096705,7840.301844605925,465.0922302962549,14026300
G1303030,1970,Georgia,Washington County,5010,4107,29028750,1965050,20702500,4132.235528942116,7068.115412710007,5794.161676646707,6186.387225548902,392.2255489021956,30993800
G1303050,1970,Georgia,Wayne County,5273,4459,35467400,2254600,30801750,5841.4090650483595,7954.11527248262,6726.227953726531,7153.8023895315755,427.5744358050446,37722000
G1303070,1970,Georgia,Webster County,641,541,3232800,316450,1194000,1862.7145085803431,5975.6007393715345,5043.369734789391,5537.0514820592825,493.6817472698908,3549250
G1303090,1970,Georgia,Wheeler County,1385,1161,6744000,427000,3919750,2830.14440433213,5808.785529715762,4869.314079422383,5177.617328519856,308.30324909747293,7171000
G1303110,1970,Georgia,White County,2345,2064,15647500,596700,10665250,4548.081023454158,7581.153100775194,6672.7078891258,6927.164179104478,254.45628997867803,16244200
G1303130,1970,Georgia,Whitfield County,16611,14701,143103200,8823050,122463750,7372.448979591837,9734.249370791104,8614.965986394558,9146.123050990307,531.1570645957498,151926250
G1303150,1970,Georgia,Wilcox County,2147,1760,10898500,846700,7083750,3299.371215649744,6192.329545454545,5076.152771308803,5470.517000465767,394.3642291569632,11745200
G1303170,1970,Georgia,Wilkes County,3195,2587,18987350,1684050,14970750,4685.680751173709,7339.524545805953,5942.8325508607195,6469.9217527386545,527.0892018779343,20671400
G1303190,1970,Georgia,Wilkinson County,2702,2276,15927500,1024750,11952500,4423.575129533679,6998.022847100176,5894.707623982235,6273.963730569948,379.2561065877128,16952250
G1303210,1970,Georgia,Worth County,4224,3592,23177750,1463500,18592000,4401.515151515152,6452.603006681515,5487.156723484848,5833.629261363636,346.4725378787879,24641250
G1600010,1970,Idaho,Ada County,35834,28982,316897550,33418750,388500000,10841.658759837026,10934.288523911393,8843.48802812971,9776.08695652174,932.59892839203,350316300
G1600030,1970,Idaho,Adams County,944,779,7270450,597300,4073000,4314.618644067797,9333.055198973043,7701.747881355932,8334.48093220339,632.7330508474577,7867750
G1600050,1970,Idaho,Bannock County,15610,12791,124752000,14268300,141609250,9071.700832799488,9753.107653819092,7991.800128122998,8905.848814862267,914.0486867392697,139020300
G1600070,1970,Idaho,Bear Lake County,1791,1483,12296050,904550,13378750,7469.98883305416,8291.335131490223,6865.4662199888335,7370.519262981575,505.0530429927415,13200600
G1600090,1970,Idaho,Benewah County,2053,1638,15374300,1665150,11465000,5584.510472479298,9386.019536019536,7488.699464198734,8299.780808572821,811.0813443740867,17039450
G1600110,1970,Idaho,Bingham County,7770,6714,66433200,4541800,54969000,7074.517374517374,9894.727435210008,8549.96138996139,9134.491634491635,584.5302445302445,70975000
G1600130,1970,Idaho,Blaine County,1977,1479,16371150,2944100,18380750,9297.29387961558,11069.066937119675,8280.804248861912,9769.979767324228,1489.1755184623166,19315250
G1600150,1970,Idaho,Boise County,596,475,3824800,390700,2409000,4041.9463087248323,8052.210526315789,6417.4496644295305,7072.986577181208,655.5369127516778,4215500
G1600170,1970,Idaho,Bonner County,5146,4163,35374350,2922100,33680500,6544.98639720171,8497.32164304588,6874.144966964633,7441.984065293432,567.8390983287991,38296450
G1600190,1970,Idaho,Bonneville County,14617,12505,137657450,11512600,162189250,11095.9328179517,11008.192722910835,9417.626735992339,10205.243894095916,787.617158103578,149170050
G1600210,1970,Idaho,Boundary County,1999,1641,14294200,1283450,12702000,6354.177088544272,8710.66422912858,7150.675337668835,7792.72136068034,642.0460230115058,15577650
G1600230,1970,Idaho,Butte County,848,702,6365200,690000,4672500,5510.023584905661,9067.236467236467,7506.132075471698,8319.811320754718,813.6792452830189,7055200
G1600250,1970,Idaho,Camas County,239,197,2296250,150150,816750,3417.3640167364015,11656.091370558375,9607.740585774058,10235.983263598326,628.2426778242677,2446400
G1600270,1970,Idaho,Canyon County,19238,15728,136800900,15046500,136451000,7092.785112797588,8697.920905391658,7110.973074124129,7893.0969955296805,782.1239214055515,151847400
G1600290,1970,Idaho,Caribou County,1837,1614,15349250,841400,13798750,7511.567773543821,9510.068153655515,8355.606967882417,8813.636363636364,458.02939575394663,16190650
G1600310,1970,Idaho,Cassia County,4936,4186,37128000,3026750,35492500,7190.5388978930305,8869.565217391304,7521.880064829822,8135.0790113452185,613.1989465153971,40154750
G1600330,1970,Idaho,Clark County,218,175,1421000,232550,677250,3106.651376146789,8120,6518.348623853211,7585.091743119266,1066.7431192660551,1653550
G1600350,1970,Idaho,Clearwater County,3350,2760,28751000,3193050,15767500,4706.7164179104475,10417.028985507246,8582.388059701492,9535.537313432837,953.1492537313433,31944050
G1600370,1970,Idaho,Custer County,952,767,6259100,539600,3900000,4096.638655462185,8160.495436766623,6574.68487394958,7141.491596638655,566.8067226890756,6798700
G1600390,1970,Idaho,Elmore County,4758,4173,33302700,6850600,19864000,4174.863387978142,7980.517613227894,6999.306431273644,8439.11307271963,1439.8066414459856,40153300
G1600410,1970,Idaho,Franklin County,2182,1859,13450250,814100,12840000,5884.509624197984,7235.207100591716,6164.184234647113,6537.282309807516,373.0980751604033,14264350
G1600430,1970,Idaho,Fremont County,2487,2066,18343250,1774450,15221000,6120.225170888621,8878.630203291385,7375.653397667873,8089.143546441495,713.4901487736229,20117700
G1600450,1970,Idaho,Gem County,2993,2462,19811850,1581650,19162000,6402.271967925159,8047.055239642567,6619.3952555963915,7147.844971600401,528.4497160040094,21393500
G1600470,1970,Idaho,Gooding County,2818,2296,19963850,1523500,13595000,4824.343506032647,8695.05662020906,7084.4038325053225,7625.035486160397,540.6316536550745,21487350
G1600490,1970,Idaho,Idaho County,3845,3144,29047150,3201100,22150750,5760.923276983095,9238.915394402036,7554.525357607282,8387.061118335501,832.5357607282185,32248250
G1600510,1970,Idaho,Jefferson County,3201,2701,22689650,1593100,16739500,5229.4595438925335,8400.462791558683,7088.300531084036,7585.988753514527,497.6882224304905,24282750
G1600530,1970,Idaho,Jerome County,3289,2693,20378650,1656500,14417500,4383.551231377318,7567.2669884886745,6196.001824262694,6699.650349650349,503.6485253876558,22035150
G1600550,1970,Idaho,Kootenai County,11561,9325,86182850,9078450,100246000,8671.049217195745,9242.128686327078,7454.618977597093,8239.884093071534,785.2651154744399,95261300
G1600570,1970,Idaho,Latah County,7676,5825,54182700,11737250,48318750,6294.782438770193,9301.751072961373,7058.715476810839,8587.79963522668,1529.0841584158416,65919950
G1600590,1970,Idaho,Lemhi County,1823,1447,12467300,1131050,10651750,5842.978606692265,8615.96406357982,6838.891936368623,7459.325287986835,620.4333516182118,13598350
G1600610,1970,Idaho,Lewis County,1246,1020,10949000,1293150,7124750,5718.097913322633,10734.313725490196,8787.319422150882,9825.16051364366,1037.841091492777,12242150
G1600630,1970,Idaho,Lincoln County,936,790,6149350,241800,4157250,4441.50641025641,7783.987341772152,6569.818376068376,6828.151709401709,258.3333333333333,6391150
G1600650,1970,Idaho,Madison County,2952,2492,25131250,4275200,23012000,7795.3929539295395,10084.771268057784,8513.296070460705,9961.53455284553,1448.2384823848238,29406450
G1600670,1970,Idaho,Minidoka County,4428,3832,33297900,2390900,28756250,6494.184733514002,8689.431106471817,7519.8509485094855,8059.801264679313,539.9503161698284,35688800
G1600690,1970,Idaho,Nez Perce County,9973,7900,76720450,9806850,91882750,9213.150506367192,9711.449367088608,7692.815602125739,8676.155620174472,983.3400180487316,86527300
G1600710,1970,Idaho,Oneida County,955,755,5975100,489250,5826250,6100.785340314136,7914.039735099338,6256.649214659686,6768.952879581152,512.303664921466,6464350
G1600730,1970,Idaho,Owyhee County,1872,1526,9669700,1625800,5859750,3130.2083333333335,6336.631716906946,5165.438034188034,6033.92094017094,868.482905982906,11295500
G1600750,1970,Idaho,Payette County,4145,3376,26601100,2409200,22938750,5534.077201447527,7879.472748815166,6417.6357056694815,6998.866103739445,581.2303980699638,29010300
G1600770,1970,Idaho,Power County,1428,1182,11581350,888050,8853500,6199.929971988796,9798.096446700507,8110.189075630252,8732.072829131652,621.8837535014005,12469400
G1600790,1970,Idaho,Shoshone County,6340,5111,48840000,5673300,40222750,6344.282334384858,9555.859909998044,7703.470031545741,8598.312302839116,894.8422712933753,54513300
G1600810,1970,Idaho,Teton County,650,558,4090150,94450,3080500,4739.2307692307695,7330.017921146953,6292.538461538462,6437.846153846154,145.30769230769232,4184600
G1600830,1970,Idaho,Twin Falls County,13717,11043,98526650,10874150,100232000,7307.137129109864,8922.09091732319,7182.8132973682295,7975.563169789312,792.7498724210833,109400800
G1600850,1970,Idaho,Valley County,1150,962,9704100,758000,9395250,8169.782608695652,10087.422037422037,8438.347826086956,9097.478260869566,659.1304347826087,10462100
G1600870,1970,Idaho,Washington County,2580,2042,14714350,1757700,12968250,5026.453488372093,7205.852105778648,5703.236434108527,6384.515503875969,681.2790697674419,16472050
G1700010,1970,Illinois,Adams County,23105,17975,175341050,21025700,201529500,8722.332828392124,9754.71766342142,7588.879030512876,8498.885522614153,910.0064921012768,196366750
G1700030,1970,Illinois,Alexander County,4348,3061,20956800,3022600,16182500,3721.8261269549216,6846.390068605031,4819.871205151794,5515.041398344066,695.1701931922723,23979400
G1700050,1970,Illinois,Bond County,4581,3637,32264700,3431350,26688250,5825.856799825366,8871.240032994227,7043.156516044532,7792.196027068326,749.0395110237939,35696050
G1700070,1970,Illinois,Boone County,7778,6568,78245300,6893150,80415250,10338.808176909231,11913.109013398294,10059.822576497814,10946.059398302905,886.2368218050913,85138450
G1700090,1970,Illinois,Brown County,1947,1510,11238800,1088900,8218000,4220.85259373395,7442.913907284768,5772.367745249101,6331.6384180790965,559.2706728299949,12327700
G1700110,1970,Illinois,Bureau County,12525,10154,101965650,9994250,100791000,8047.185628742515,10041.919440614536,8140.970059880239,8938.914171656686,797.9441117764471,111959900
G1700130,1970,Illinois,Calhoun County,1894,1548,12024650,1070850,7581000,4002.639915522703,7767.861757105943,6348.812038014784,6914.202745512143,565.39070749736,13095500
G1700150,1970,Illinois,Carroll County,6360,5127,49356400,4736550,42133500,6624.764150943396,9626.760288667838,7760.440251572327,8505.180817610062,744.7405660377359,54092950
G1700170,1970,Illinois,Cass County,4832,3746,32415800,3541650,29882500,6184.292218543046,8653.443673251468,6708.567880794702,7441.525248344371,732.9573675496689,35957450
G1700190,1970,Illinois,Champaign County,47361,36649,424321550,102040900,444066000,9376.195603977956,11577.984392480013,8959.303013027597,11113.837334515742,2154.534321488144,526362450
G1700210,1970,Illinois,Christian County,12108,9566,86050100,8051800,83019000,6856.541129831517,8995.410830022998,7106.87974892633,7771.8780971258675,664.9983481995375,94101900
G1700230,1970,Illinois,Clark County,5699,4450,38884350,4342400,32692000,5736.444990349184,8738.056179775282,6823.012809264783,7584.971047552202,761.9582382874188,43226750
G1700250,1970,Illinois,Clay County,5168,4070,34289550,3064650,25172750,4870.888157894737,8424.95085995086,6634.974845201238,7227.979876160991,593.0050309597523,37354200
G1700270,1970,Illinois,Clinton County,7987,6719,62972800,4899550,64613750,8089.864780267935,9372.347075457657,7884.412169775886,8497.852760736196,613.4405909603105,67872350
G1700290,1970,Illinois,Coles County,15240,11453,112799700,20025000,128605750,8438.697506561679,9848.921679909194,7401.555118110236,8715.531496062993,1313.976377952756,132824700
G1700310,1970,Illinois,Cook County,1766035,1364478,18047009050,2701950450,17640251000,9988.619138352298,13226.310024786035,10218.941895262551,11748.894840702478,1529.9529454399262,20748959500
G1700330,1970,Illinois,Crawford County,7124,5661,52537000,5480350,45823500,6432.271195957327,9280.515809927574,7374.649073554183,8143.928972487367,769.2798989331836,58017350
G1700350,1970,Illinois,Cumberland County,3221,2591,22950850,2010100,13816000,4289.351133188451,8857.912003087611,7125.380316671841,7749.441167339336,624.0608506674946,24960950
G1700370,1970,Illinois,DeKalb County,19646,15314,180227250,40379800,198929000,10125.674437544538,11768.789996082016,9173.73765652041,11229.10770640334,2055.370049882928,220607050
G1700390,1970,Illinois,De Witt County,5857,4627,48018500,4806700,40243250,6870.966365033293,10377.89064188459,8198.480450742702,9019.156564794263,820.6761140515622,52825200
G1700410,1970,Illinois,Douglas County,6185,4994,51704450,4512750,49621500,8022.8779304769605,10353.313976772126,8359.65238480194,9089.28051738076,729.6281325788198,56217200
G1700430,1970,Illinois,DuPage County,136251,122234,1971853800,120423600,3208850750,23551.02531357568,16131.794754323675,14472.215249796333,15356.05169870313,883.836448906797,2092277400
G1700450,1970,Illinois,Edgar County,7566,5883,53042300,5873700,48990000,6475.01982553529,9016.19921808601,7010.613269891621,7786.9415807560135,776.3283108643933,58916000
G1700470,1970,Illinois,Edwards County,2571,2023,15966800,1339200,10990500,4274.795799299884,7892.634700939199,6210.346168805912,6731.23298327499,520.8868144690782,17306000
G1700490,1970,Illinois,Effingham County,7584,6209,55697800,4366250,55825500,7360.9572784810125,8970.494443549685,7344.119198312236,7919.837816455696,575.7186181434599,60064050
G1700510,1970,Illinois,Fayette County,6835,5406,45115000,3831450,32257250,4719.422092172641,8345.35701072882,6600.5852231163135,7161.148500365764,560.5632772494514,48946450
G1700530,1970,Illinois,Ford County,5402,4414,43724000,4332850,41708250,7720.890410958904,9905.754417761667,8094.039244724177,8896.121806738245,802.0825620140689,48056850
G1700550,1970,Illinois,Franklin County,14356,10913,82574250,7479950,79089750,5509.1773474505435,7566.594886832218,5751.898161047646,6272.931178601281,521.0330175536361,90054200
G1700570,1970,Illinois,Fulton County,14403,11472,103839050,10349150,100928000,7007.429007845588,9051.521094839609,7209.5431507324865,7928.0844268555165,718.5412761230299,114188200
G1700590,1970,Illinois,Gallatin County,2545,2032,14770200,1342700,10795250,4241.748526522593,7268.799212598426,5803.614931237721,6331.198428290766,527.5834970530452,16112900
G1700610,1970,Illinois,Greene County,5783,4520,36826750,3383800,30341250,5246.628047726093,8147.511061946902,6368.104789901436,6953.233615770361,585.1288258689261,40210550
G1700630,1970,Illinois,Grundy County,8317,6983,81373100,6110700,79309000,9535.770109414452,11653.028784190175,9783.948539136707,10518.672598292653,734.7240591559456,87483800
G1700650,1970,Illinois,Hamilton County,3183,2486,16882300,1433350,11434250,3592.2871504869618,6790.949316170555,5303.8956958843855,5754.2098649073205,450.3141690229343,18315650
G1700670,1970,Illinois,Hancock County,7907,6247,54461850,5928300,42565250,5383.236372834198,8718.080678725788,6887.80194764133,7637.555330719615,749.7533830782851,60390150
G1700690,1970,Illinois,Hardin County,1762,1382,9747750,908900,6846250,3885.49943246311,7053.364688856729,5532.207718501702,6048.0419977298525,515.8342792281499,10656650
G1700710,1970,Illinois,Henderson County,2800,2293,19951250,1704650,13033000,4654.642857142857,8700.937636284343,7125.446428571428,7734.25,608.8035714285714,21655900
G1700730,1970,Illinois,Henry County,17226,14038,148892050,12186150,158077250,9176.666086148845,10606.357743268272,8643.448856379891,9350.876581911065,707.4277255311738,161078200
G1700750,1970,Illinois,Iroquois County,10886,8876,84255650,8165150,76683250,7044.208157266214,9492.524785939613,7739.817196399044,8489.87690611795,750.059709718905,92420800
G1700770,1970,Illinois,Jackson County,16143,11443,104537400,34488600,117960000,7307.191971752462,9135.488945206676,6475.710834417395,8612.153874744472,2136.4430403270767,139026000
G1700790,1970,Illinois,Jasper County,3458,2828,29868350,2554150,15296750,4423.582995951417,10561.651343705798,8637.463851937537,9376.084441873916,738.6205899363794,32422500
G1700810,1970,Illinois,Jefferson County,10806,8633,74905950,5506550,66558250,6159.379048676661,8676.699872581952,6931.885063853415,7441.467703127892,509.5826392744771,80412500
G1700830,1970,Illinois,Jersey County,5546,4594,40940450,4439100,39894250,7193.33754056978,8911.721811057902,7381.978002163722,8182.39271547061,800.4147133068878,45379550
G1700850,1970,Illinois,Jo Daviess County,6724,5493,51822700,4057150,45295000,6736.317668054729,9434.316402694338,7707.123735871505,8310.50713860797,603.3834027364663,55879850
G1700870,1970,Illinois,Johnson County,2558,2091,15355100,1070150,10895750,4259.480062548866,7343.424198947871,6002.775605942143,6421.129788897576,418.35418295543394,16425250
G1700890,1970,Illinois,Kane County,74642,61962,811837750,84338050,1046956500,14026.372551646526,13102.187631128756,10876.420112001286,12006.320838134026,1129.9007261327404,896175800
G1700910,1970,Illinois,Kankakee County,27942,22967,255150150,25296600,278000500,9949.198339417364,11109.424391518265,9131.420442344857,10036.745759072364,905.325316727507,280446750
G1700930,1970,Illinois,Kendall County,7485,6674,86453250,4657250,112644750,15049.39879759519,12953.73838777345,11550.200400801603,12172.411489645958,622.2110888443553,91110500
G1700950,1970,Illinois,Knox County,20081,15919,170097500,21652550,177352000,8831.831084109357,10685.187511778378,8470.569194761218,9548.829739554803,1078.260544793586,191750050
G1700970,1970,Illinois,Lake County,102947,89217,1462926550,165669200,1945398250,18897.085393454883,16397.396796574645,14210.482578414136,15819.749482743548,1609.2669043294122,1628595750
G1700990,1970,Illinois,LaSalle County,35767,28893,300491250,28344650,356893000,9978.276064528756,10400.140172360087,8401.3546006095,9193.835099393296,792.4804987837952,328835900
G1701010,1970,Illinois,Lawrence County,5993,4770,39057350,3279900,34917250,5826.339062239279,8188.123689727463,6517.161688636743,7064.450191890539,547.2885032537961,42337250
G1701030,1970,Illinois,Lee County,10940,8828,86619850,10793100,91624250,8375.159963436929,9811.944947893067,7917.719378427788,8904.291590493602,986.5722120658136,97412950
G1701050,1970,Illinois,Livingston County,12426,10084,106177600,10500750,103459750,8326.070336391438,10529.313764379214,8544.793175599549,9389.855947207468,845.0627716079189,116678350
G1701070,1970,Illinois,Logan County,10099,7901,82236600,9229350,80635000,7984.453906327359,10408.378686242248,8143.04386572928,9056.931379344489,913.8875136152094,91465950
G1701090,1970,Illinois,McDonough County,10265,7833,75758200,17776200,75207750,7326.619581100828,9671.671134941913,7380.2435460301995,9111.972722844617,1731.729176814418,93534400
G1701110,1970,Illinois,McHenry County,33083,28393,374611050,27317450,525290250,15877.950911344195,13193.781918078399,11323.37000876583,12149.094701206057,825.7246924402261,401928500
G1701130,1970,Illinois,McLean County,31874,24830,284674700,47051550,321796000,10095.877517726047,11464.94965767217,8931.251176507498,10407.424546652444,1476.1733701449457,331726250
G1701150,1970,Illinois,Macon County,40808,32549,379480050,40570200,431182750,10566.132866104685,11658.731451043042,9299.15825328367,10293.330964516761,994.1727112330916,420050250
G1701170,1970,Illinois,Macoupin County,14920,11838,104603550,9625850,99529500,6670.8780160857905,8836.251900658895,7010.961796246649,7656.12600536193,645.1642091152816,114229400
G1701190,1970,Illinois,Madison County,78470,65563,717742050,61452350,797656000,10165.107684465402,10947.364367097296,9146.706384605583,9929.838154708807,783.1317701032242,779194400
G1701210,1970,Illinois,Marion County,13502,10607,91769450,9281300,81212750,6014.868167678862,8651.781842179693,6796.730114057177,7484.131980447341,687.4018663901644,101050750
G1701230,1970,Illinois,Marshall County,4358,3493,35719550,3112650,35143000,8064.020192748967,10226.037789865446,8196.31711794401,8910.555300596603,714.238182652593,38832200
G1701250,1970,Illinois,Mason County,5637,4427,44351600,5211700,36671250,6505.455029270889,10018.432346961825,7867.943941813021,8792.496008515167,924.5520667021465,49563300
G1701270,1970,Illinois,Massac County,4889,3847,29945200,2932300,27397500,5603.906729392514,7784.039511307512,6125.0153405604415,6724.790345673962,599.7750051135201,32877500
G1701290,1970,Illinois,Menard County,3252,2623,25143300,1593700,24304250,7473.631611316113,9585.70339306138,7731.642066420664,8221.70971709717,490.0676506765068,26737000
G1701310,1970,Illinois,Mercer County,5572,4585,40897250,3715400,36589250,6566.627781765973,8919.79280261723,7339.779253409906,8006.577530509691,666.7982770997846,44612650
G1701330,1970,Illinois,Monroe County,5757,4898,49158700,2759600,54697250,9500.998784088935,10036.484279297672,8538.943894389438,9018.290776446065,479.3468820566267,51918300
G1701350,1970,Illinois,Montgomery County,10362,8034,69652850,6867950,62296750,6012.039181625169,8669.759770973364,6721.95039567651,7384.751978382552,662.8015827060414,76520800
G1701370,1970,Illinois,Morgan County,11368,8765,90102350,12804800,95688750,8417.377726952851,10279.788933257274,7925.963230119634,9052.353096410978,1126.389866291344,102907150
G1701390,1970,Illinois,Moultrie County,4234,3489,33546750,3008700,32360250,7642.9499291450165,9615.004299226139,7923.181388757676,8633.78601794993,710.6046291922532,36555450
G1701410,1970,Illinois,Ogle County,13454,11244,118615850,10082400,120028250,8921.380258659136,10549.257381714693,8816.400327040285,9565.798275605768,749.3979485654824,128698250
G1701430,1970,Illinois,Peoria County,63323,49543,599177500,73924900,705875500,11147.221388752901,12094.089982439496,9462.241207776005,10629.666945659555,1167.4257378835493,673102400
G1701450,1970,Illinois,Perry County,6849,5411,45558550,3457600,44133500,6443.787414221054,8419.617445943448,6651.854285297124,7156.68710760695,504.83282230982627,49016150
G1701470,1970,Illinois,Piatt County,5108,4195,45035500,3639850,45786000,8963.586530931872,10735.518474374256,8816.660140955364,9529.238449490995,712.5783085356304,48675350
G1701490,1970,Illinois,Pike County,6762,5273,42937600,4403650,33348750,4931.78793256433,8142.916745685568,6349.837326234841,7001.072167997634,651.234841762792,47341250
G1701510,1970,Illinois,Pope County,1296,1025,6466250,827100,3219500,2484.182098765432,6308.536585365854,4989.390432098766,5627.58487654321,638.1944444444445,7293350
G1701530,1970,Illinois,Pulaski County,2992,2239,13960300,1246950,10435000,3487.633689839572,6235.060294774453,4665.875668449198,5082.637032085561,416.7613636363636,15207250
G1701550,1970,Illinois,Putnam County,1637,1331,12984600,1039200,13122000,8015.882712278559,9755.522163786627,7931.9486866218695,8566.768478924863,634.8197923029933,14023800
G1701570,1970,Illinois,Randolph County,9553,7813,74569450,5900450,71234000,7456.71516801005,9544.278766158966,7805.867266827175,8423.521406887889,617.6541400607139,80469900
G1701590,1970,Illinois,Richland County,5592,4458,35753150,3862600,35680750,6380.677753934192,8019.997756841633,6393.6248211731045,7084.361587982833,690.7367668097282,39615750
G1701610,1970,Illinois,Rock Island County,53587,43080,505411100,58149650,657344750,12266.869763188834,11731.919684308265,9431.59908186687,10516.74379980219,1085.1447179353202,563560750
G1701630,1970,Illinois,St. Clair County,86347,70859,735432550,72214950,723533500,8379.370447149293,10378.816381828701,8517.175466431954,9353.509676074444,836.334209642489,807647500
G1701650,1970,Illinois,Saline County,9550,7239,56701450,5321700,55018000,5761.047120418848,7832.773863793342,5937.324607329843,6494.570680628272,557.2460732984293,62023150
G1701670,1970,Illinois,Sangamon County,54374,41680,485031750,66824650,564109750,10374.622981572074,11637.038147792706,8920.288189208077,10149.269871629824,1228.9816824217457,551856400
G1701690,1970,Illinois,Schuyler County,2840,2249,19826850,1822700,14312750,5039.700704225352,8815.85148955091,6981.2852112676055,7623.080985915493,641.7957746478874,21649550
G1701710,1970,Illinois,Scott County,2070,1677,13554200,1578900,10599500,5120.531400966183,8082.409063804413,6547.922705314009,7310.676328502415,762.7536231884058,15133100
G1701730,1970,Illinois,Shelby County,7513,6058,51883850,4768000,43079000,5733.92785837881,8564.517992736877,6905.876480766671,7540.509783042726,634.6333022760548,56651850
G1701750,1970,Illinois,Stark County,2472,1972,18412900,2464100,14532000,5878.640776699029,9337.170385395537,7448.584142394822,8445.388349514564,996.8042071197411,20877000
